Rating,ID,Title,Title Slug,Difficulty,premium,status
2001.4515854273,2850,Minimum Moves to Spread Stones Over Grid,minimum-moves-to-spread-stones-over-grid,Medium,False,
2001.2074132383,2328,Number of Increasing Paths in a Grid,number-of-increasing-paths-in-a-grid,Hard,False,
2000.8441804448,1686,Stone Game VI,stone-game-vi,Medium,False,
2000.8021428612,911,Online Election,online-election,Medium,False,
1999.1208076854,765,Couples Holding Hands,couples-holding-hands,Hard,False,
1998.889914712,2488,Count Subarrays With Median K,count-subarrays-with-median-k,Hard,False,
1997.7013718153,2250,Count Number of Rectangles Containing Each Point,count-number-of-rectangles-containing-each-point,Medium,False,
1997.1824403719,1274,Number of Ships in a Rectangle,number-of-ships-in-a-rectangle,Hard,True,
1995.2937073376,1986,Minimum Number of Work Sessions to Finish the Tasks,minimum-number-of-work-sessions-to-finish-the-tasks,Medium,False,
1994.3618892548,927,Three Equal Parts,three-equal-parts,Hard,False,
1992.0032292739,1625,Lexicographically Smallest String After Applying Operations,lexicographically-smallest-string-after-applying-operations,Medium,False,
1990.7738526153,963,Minimum Area Rectangle II,minimum-area-rectangle-ii,Medium,False,
1990.2800994214,756,Pyramid Transition Matrix,pyramid-transition-matrix,Medium,False,
1989.5369509422,902,Numbers At Most N Given Digit Set,numbers-at-most-n-given-digit-set,Hard,False,
1985.2504512337,928,Minimize Malware Spread II,minimize-malware-spread-ii,Hard,False,
1985.2417520906,940,Distinct Subsequences II,distinct-subsequences-ii,Hard,False,
1984.9685663849,2963,Count the Number of Good Partitions,count-the-number-of-good-partitions,Hard,False,
1983.70440706,1733,Minimum Number of People to Teach,minimum-number-of-people-to-teach,Medium,False,
1983.2319731313,1250,Check If It Is a Good Array,check-if-it-is-a-good-array,Hard,False,
1982.5085994817,805,Split Array With Same Average,split-array-with-same-average,Hard,False,
1981.3072959787,2861,Maximum Number of Alloys,maximum-number-of-alloys,Medium,False,
1979.9454101467,2151,Maximum Good People Based on Statements,maximum-good-people-based-on-statements,Hard,False,
1979.493040606,3138,Minimum Length of Anagram Concatenation,minimum-length-of-anagram-concatenation,Medium,False,
1979.1323403633,1278,Palindrome Partitioning III,palindrome-partitioning-iii,Hard,False,
1979.1112273597,1882,Process Tasks Using Servers,process-tasks-using-servers,Medium,False,
1976.7214151234,1092,Shortest Common Supersequence ,shortest-common-supersequence,Hard,False,
1975.9693382075,2831,Find the Longest Equal Subarray,find-the-longest-equal-subarray,Medium,False,
1975.5726300727,907,Sum of Subarray Minimums,sum-of-subarray-minimums,Medium,False,
1973.7407637067,1488,Avoid Flood in The City,avoid-flood-in-the-city,Medium,False,
1970.4608098164,1032,Stream of Characters,stream-of-characters,Hard,False,
1969.9845549158,835,Image Overlap,image-overlap,Medium,False,
1969.2019235672,1943,Describe the Painting,describe-the-painting,Medium,False,
1967.5589835406,2872,Maximum Number of K-Divisible Components,maximum-number-of-k-divisible-components,Hard,False,
1967.3284576938,1293,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,Hard,False,
1966.7067914206,1969,Minimum Non-Zero Product of the Array Elements,minimum-non-zero-product-of-the-array-elements,Medium,False,
1965.1266122355,2439,Minimize Maximum of Array,minimize-maximum-of-array,Medium,False,
1964.3793590858,815,Bus Routes,bus-routes,Hard,False,
1962.3314335449,802,Find Eventual Safe States,find-eventual-safe-states,Medium,False,
1962.2005269503,1642,Furthest Building You Can Reach,furthest-building-you-can-reach,Medium,False,
1961.4987013156,1537,Get the Maximum Score,get-the-maximum-score,Hard,False,
1960.5763266754,2350,Shortest Impossible Sequence of Rolls,shortest-impossible-sequence-of-rolls,Hard,False,
1960.5517123728,2392,Build a Matrix With Conditions,build-a-matrix-with-conditions,Hard,False,
1959.2696201953,2564,Substring XOR Queries,substring-xor-queries,Medium,False,
1956.7059585934,1463,Cherry Pickup II,cherry-pickup-ii,Hard,False,
1954.2533254344,1696,Jump Game VI,jump-game-vi,Medium,False,
1953.137726744,2434,Using a Robot to Print the Lexicographically Smallest String,using-a-robot-to-print-the-lexicographically-smallest-string,Medium,False,
1952.7073399331,1737,Change Minimum Characters to Satisfy One of Three Conditions,change-minimum-characters-to-satisfy-one-of-three-conditions,Medium,False,
1951.5918682146,2435,Paths in Matrix Whose Sum Is Divisible by K,paths-in-matrix-whose-sum-is-divisible-by-k,Hard,False,
1951.3509259668,1259,Handshakes That Don't Cross,handshakes-that-dont-cross,Hard,True,
1951.2096212775,1690,Stone Game VII,stone-game-vii,Medium,False,
1949.0920823355,1153,String Transforms Into Another String,string-transforms-into-another-string,Hard,True,
1948.489500779,2509,Cycle Length Queries in a Tree,cycle-length-queries-in-a-tree,Hard,False,
1947.8832856412,2516,Take K of Each Character From Left and Right,take-k-of-each-character-from-left-and-right,Medium,False,
1947.5013967785,1631,Path With Minimum Effort,path-with-minimum-effort,Medium,False,
1945.7515607928,1793,Maximum Score of a Good Subarray,maximum-score-of-a-good-subarray,Hard,False,
1945.5095833982,1482,Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,Medium,False,
1944.5673996888,2227,Encrypt and Decrypt Strings,encrypt-and-decrypt-strings,Hard,False,
1940.6002290953,2111,Minimum Operations to Make the Array K-Increasing,minimum-operations-to-make-the-array-k-increasing,Hard,False,
1940.2116985812,2762,Continuous Subarrays,continuous-subarrays,Medium,False,
1939.9323330472,1760,Minimum Limit of Balls in a Bag,minimum-limit-of-balls-in-a-bag,Medium,False,
1939.560165526,2925,Maximum Score After Applying Operations on a Tree,maximum-score-after-applying-operations-on-a-tree,Medium,False,
1938.6883365596,777,Swap Adjacent in LR String,swap-adjacent-in-lr-string,Medium,False,
1938.2224916289,866,Prime Palindrome,prime-palindrome,Medium,False,
1938.0586460002,2411,Smallest Subarrays With Maximum Bitwise OR,smallest-subarrays-with-maximum-bitwise-or,Medium,False,
1936.6613414859,813,Largest Sum of Averages,largest-sum-of-averages,Medium,False,
1934.7806230835,3133,Minimum Array End,minimum-array-end,Medium,False,
1934.3556201811,1818,Minimum Absolute Sum Difference,minimum-absolute-sum-difference,Medium,False,
1933.9571917853,827,Making A Large Island,making-a-large-island,Hard,False,
1933.2169470617,1964,Find the Longest Valid Obstacle Course at Each Position,find-the-longest-valid-obstacle-course-at-each-position,Hard,False,
1932.3730795204,996,Number of Squareful Arrays,number-of-squareful-arrays,Hard,False,
1931.7335479582,1574,Shortest Subarray to be Removed to Make Array Sorted,shortest-subarray-to-be-removed-to-make-array-sorted,Medium,False,
1931.0849921121,1798,Maximum Number of Consecutive Values You Can Make,maximum-number-of-consecutive-values-you-can-make,Medium,False,
1929.9086934334,1705,Maximum Number of Eaten Apples,maximum-number-of-eaten-apples,Medium,False,
1929.897343316,2018,Check if Word Can Be Placed In Crossword,check-if-word-can-be-placed-in-crossword,Medium,False,
1929.3184180196,1802,Maximum Value at a Given Index in a Bounded Array,maximum-value-at-a-given-index-in-a-bounded-array,Medium,False,
1928.7961204946,2654,Minimum Number of Operations to Make All Array Elements Equal to 1,minimum-number-of-operations-to-make-all-array-elements-equal-to-1,Medium,False,
1928.2304187946,1562,Find Latest Group of Size M,find-latest-group-of-size-m,Medium,False,
1927.4000816649,1449,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,Hard,False,
1926.7059583253,1727,Largest Submatrix With Rearrangements,largest-submatrix-with-rearrangements,Medium,False,
1924.964639491,1745,Palindrome Partitioning IV,palindrome-partitioning-iv,Hard,False,
1922.9521758079,2731,Movement of Robots,movement-of-robots,Medium,False,
1919.7433862082,1552,Magnetic Force Between Two Balls,magnetic-force-between-two-balls,Medium,False,
1919.6391896894,1416,Restore The Array,restore-the-array,Hard,False,
1919.1749818083,1130,Minimum Cost Tree From Leaf Values,minimum-cost-tree-from-leaf-values,Medium,False,
1918.9960035055,2069,Walking Robot Simulation II,walking-robot-simulation-ii,Medium,False,
1917.4314822412,3002,Maximum Size of a Set After Removals,maximum-size-of-a-set-after-removals,Medium,False,
1917.2145829853,2398,Maximum Number of Robots Within Budget,maximum-number-of-robots-within-budget,Hard,False,
1917.2052894619,3144,Minimum Substring Partition of Equal Character Frequency,minimum-substring-partition-of-equal-character-frequency,Medium,False,
1917.1049672432,2673,Make Costs of Paths Equal in a Binary Tree,make-costs-of-paths-equal-in-a-binary-tree,Medium,False,
1916.0689858272,1043,Partition Array for Maximum Sum,partition-array-for-maximum-sum,Medium,False,
1915.2628132733,2594,Minimum Time to Repair Cars,minimum-time-to-repair-cars,Medium,False,
1914.6717285348,2147,Number of Ways to Divide a Long Corridor,number-of-ways-to-divide-a-long-corridor,Hard,False,
1913.930869473,2875,Minimum Size Subarray in Infinite Array,minimum-size-subarray-in-infinite-array,Medium,False,
1913.6704728453,1373,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,Hard,False,
1912.8455659711,1671,Minimum Number of Removals to Make Mountain Array,minimum-number-of-removals-to-make-mountain-array,Hard,False,
1912.8440554296,1898,Maximum Number of Removable Characters,maximum-number-of-removable-characters,Medium,False,
1912.1926699881,2680,Maximum OR,maximum-or,Medium,False,
1912.0829958001,1147,Longest Chunked Palindrome Decomposition,longest-chunked-palindrome-decomposition,Hard,False,
1911.8282317986,2296,Design a Text Editor,design-a-text-editor,Hard,False,
1911.7063530593,2049,Count Nodes With the Highest Score,count-nodes-with-the-highest-score,Medium,False,
1911.1959516695,873,Length of Longest Fibonacci Subsequence,length-of-longest-fibonacci-subsequence,Medium,False,
1909.5535861652,2585,Number of Ways to Earn Points,number-of-ways-to-earn-points,Hard,False,
1909.4189035523,991,Broken Calculator,broken-calculator,Medium,False,
1908.9411092109,3067,Count Pairs of Connectable Servers in a Weighted Tree Network,count-pairs-of-connectable-servers-in-a-weighted-tree-network,Medium,False,
1908.3866125757,1124,Longest Well-Performing Interval,longest-well-performing-interval,Medium,False,
1904.6714229335,3081,Replace Question Marks in String to Minimize Its Value,replace-question-marks-in-string-to-minimize-its-value,Medium,False,
1904.5020747926,3122,Minimum Number of Operations to Satisfy Conditions,minimum-number-of-operations-to-satisfy-conditions,Medium,False,
1904.2279434479,2608,Shortest Cycle in a Graph,shortest-cycle-in-a-graph,Hard,False,
1903.1973989877,2602,Minimum Operations to Make All Array Elements Equal,minimum-operations-to-make-all-array-elements-equal,Medium,False,
1900.8434122725,1665,Minimum Initial Energy to Finish Tasks,minimum-initial-energy-to-finish-tasks,Hard,False,
1899.6213866649,823,Binary Trees With Factors,binary-trees-with-factors,Medium,False,
1898.8339532179,2901,Longest Unequal Adjacent Groups Subsequence II,longest-unequal-adjacent-groups-subsequence-ii,Medium,False,
1897.5516652727,1878,Get Biggest Three Rhombus Sums in a Grid,get-biggest-three-rhombus-sums-in-a-grid,Medium,False,
1897.3309169423,780,Reaching Points,reaching-points,Hard,False,
1897.1863301576,2360,Longest Cycle in a Graph,longest-cycle-in-a-graph,Hard,False,
1896.7975214446,878,Nth Magical Number,nth-magical-number,Hard,False,
1896.4053993495,3030,Find the Grid of Region Average,find-the-grid-of-region-average,Medium,False,
1896.1411567598,1871,Jump Game VII,jump-game-vii,Medium,False,
1894.5496928891,3036,Number of Subarrays That Match a Pattern II,number-of-subarrays-that-match-a-pattern-ii,Hard,False,
1893.5143805402,2327,Number of People Aware of a Secret,number-of-people-aware-of-a-secret,Medium,False,
1892.1600619469,1722,Minimize Hamming Distance After Swap Operations,minimize-hamming-distance-after-swap-operations,Medium,False,
1891.8455273506,2537,Count the Number of Good Subarrays,count-the-number-of-good-subarrays,Medium,False,
1891.4136735248,3097,Shortest Subarray With OR at Least K II,shortest-subarray-with-or-at-least-k-ii,Medium,False,
1889.4554322242,2817,Minimum Absolute Difference Between Elements With Constraint,minimum-absolute-difference-between-elements-with-constraint,Medium,False,
1886.7040111218,2305,Fair Distribution of Cookies,fair-distribution-of-cookies,Medium,False,
1885.9015646531,2064,Minimized Maximum of Products Distributed to Any Store,minimized-maximum-of-products-distributed-to-any-store,Medium,False,
1885.1051527272,1066,Campus Bikes II,campus-bikes-ii,Medium,True,
1885.0178370385,1326,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,Hard,False,
1883.3541964032,2054,Two Best Non-Overlapping Events,two-best-non-overlapping-events,Medium,False,
1882.0842446557,2976,Minimum Cost to Convert String I,minimum-cost-to-convert-string-i,Medium,False,
1881.6810367589,1255,Maximum Score Words Formed by Letters,maximum-score-words-formed-by-letters,Hard,False,
1880.7433591583,858,Mirror Reflection,mirror-reflection,Medium,False,
1880.5909929633,1536,Minimum Swaps to Arrange a Binary Grid,minimum-swaps-to-arrange-a-binary-grid,Medium,False,
1880.4226853663,1106,Parsing A Boolean Expression,parsing-a-boolean-expression,Hard,False,
1880.3261182293,754,Reach a Number,reach-a-number,Medium,False,
1880.0511044074,2101,Detonate the Maximum Bombs,detonate-the-maximum-bombs,Medium,False,
1877.8983358307,1234,Replace the Substring for Balanced String,replace-the-substring-for-balanced-string,Medium,False,
1877.5624603804,752,Open the Lock,open-the-lock,Medium,False,
1876.3854625677,955,Delete Columns to Make Sorted II,delete-columns-to-make-sorted-ii,Medium,False,
1876.3611046625,1838,Frequency of the Most Frequent Element,frequency-of-the-most-frequent-element,Medium,False,
1876.146019008,1392,Longest Happy Prefix,longest-happy-prefix,Hard,False,
1875.4217845362,2808,Minimum Seconds to Equalize a Circular Array,minimum-seconds-to-equalize-a-circular-array,Medium,False,
1874.6468976233,1015,Smallest Integer Divisible by K,smallest-integer-divisible-by-k,Medium,False,
1873.0424923433,2975,Maximum Square Area by Removing Fences From a Field,maximum-square-area-by-removing-fences-from-a-field,Medium,False,
1873.0367582475,1001,Grid Illumination,grid-illumination,Hard,False,
1872.0350138774,1526,Minimum Number of Increments on Subarrays to Form a Target Array,minimum-number-of-increments-on-subarrays-to-form-a-target-array,Hard,False,
1871.8245218615,2008,Maximum Earnings From Taxi,maximum-earnings-from-taxi,Medium,False,
1871.3112059413,1589,Maximum Sum Obtained of Any Permutation,maximum-sum-obtained-of-any-permutation,Medium,False,
1869.402439128,2002,Maximum Product of the Length of Two Palindromic Subsequences,maximum-product-of-the-length-of-two-palindromic-subsequences,Medium,False,
1868.9864493463,2212,Maximum Points in an Archery Competition,maximum-points-in-an-archery-competition,Medium,False,
1868.9146755896,924,Minimize Malware Spread,minimize-malware-spread,Hard,False,
1868.1914861381,1616,Split Two Strings to Make Palindrome,split-two-strings-to-make-palindrome,Medium,False,
1867.9916069568,1717,Maximum Score From Removing Substrings,maximum-score-from-removing-substrings,Medium,False,
1867.8619694847,1605,Find Valid Matrix Given Row and Column Sums,find-valid-matrix-given-row-and-column-sums,Medium,False,
1866.3014601125,1340,Jump Game V,jump-game-v,Hard,False,
1865.3441063734,2039,The Time When the Network Becomes Idle,the-time-when-the-network-becomes-idle,Medium,False,
1864.5644306171,2767,Partition String Into Minimum Beautiful Substrings,partition-string-into-minimum-beautiful-substrings,Medium,False,
1864.0948676111,1163,Last Substring in Lexicographical Order,last-substring-in-lexicographical-order,Hard,False,
1861.4906863586,1993,Operations on Tree,operations-on-tree,Medium,False,
1860.742934291,1996,The Number of Weak Characters in the Game,the-number-of-weak-characters-in-the-game,Medium,False,
1860.5166780235,2301,Match Substring After Replacement,match-substring-after-replacement,Hard,False,
1858.9581916885,1744,Can You Eat Your Favorite Candy on Your Favorite Day?,can-you-eat-your-favorite-candy-on-your-favorite-day,Medium,False,
1857.6431822094,1584,Min Cost to Connect All Points,min-cost-to-connect-all-points,Medium,False,
1856.8610192187,2266,Count Number of Texts,count-number-of-texts,Medium,False,
1856.6336926997,3035,Maximum Palindromes After Operations,maximum-palindromes-after-operations,Medium,False,
1855.5957296285,799,Champagne Tower,champagne-tower,Medium,False,
1855.561153694,2800,Shortest String That Contains Three Strings,shortest-string-that-contains-three-strings,Medium,False,
1855.4479039876,1202,Smallest String With Swaps,smallest-string-with-swaps,Medium,False,
1855.377046154,1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,Medium,False,
1854.9547783559,1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,Medium,False,
1854.0126399812,1269,Number of Ways to Stay in the Same Place After Some Steps,number-of-ways-to-stay-in-the-same-place-after-some-steps,Hard,False,
1853.0880092558,1301,Number of Paths with Max Score,number-of-paths-with-max-score,Hard,False,
1851.7255023016,2162,Minimum Cost to Set Cooking Time,minimum-cost-to-set-cooking-time,Medium,False,
1851.2677996923,2830,Maximize the Profit as the Salesman,maximize-the-profit-as-the-salesman,Medium,False,
1850.8490524791,1152,Analyze User Website Visit Pattern,analyze-user-website-visit-pattern,Medium,True,
1850.5506342426,1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,find-two-non-overlapping-sub-arrays-each-with-target-sum,Medium,False,
1850.4091449367,1775,Equal Sum Arrays With Minimum Number of Operations,equal-sum-arrays-with-minimum-number-of-operations,Medium,False,
1849.8122180044,2059,Minimum Operations to Convert Number,minimum-operations-to-convert-number,Medium,False,
1849.0388401196,3176,Find the Maximum Length of a Good Subsequence I,find-the-maximum-length-of-a-good-subsequence-i,Medium,False,
1848.5480405143,3180,Maximum Total Reward Using Operations I,maximum-total-reward-using-operations-i,Medium,False,
1848.0912848518,1177,Can Make Palindrome from Substring,can-make-palindrome-from-substring,Medium,False,
1847.2077654978,1258,Synonymous Sentences,synonymous-sentences,Medium,True,
1846.4077077642,1514,Path with Maximum Probability,path-with-maximum-probability,Medium,False,
1846.3568350016,874,Walking Robot Simulation,walking-robot-simulation,Medium,False,
1845.6611654401,2598,Smallest Missing Non-negative Integer After Operations,smallest-missing-non-negative-integer-after-operations,Medium,False,
1845.0428731248,1504,Count Submatrices With All Ones,count-submatrices-with-all-ones,Medium,False,
1844.6289439644,1411,Number of Ways to Paint N × 3 Grid,number-of-ways-to-paint-n-3-grid,Hard,False,
1843.2383664194,2576,Find the Maximum Number of Marked Indices,find-the-maximum-number-of-marked-indices,Medium,False,
1841.4067816266,2013,Detect Squares,detect-squares,Medium,False,
1840.9122452886,2332,The Latest Time to Catch a Bus,the-latest-time-to-catch-a-bus,Medium,False,
1839.9203623221,2311,Longest Binary Subsequence Less Than or Equal to K,longest-binary-subsequence-less-than-or-equal-to-k,Medium,False,
1837.8252904904,1559,Detect Cycles in 2D Grid,detect-cycles-in-2d-grid,Medium,False,
1836.536348078,1316,Distinct Echo Substrings,distinct-echo-substrings,Hard,False,
1836.5345744332,2146,K Highest Ranked Items Within a Price Range,k-highest-ranked-items-within-a-price-range,Medium,False,
1835.4868365659,995,Minimum Number of K Consecutive Bit Flips,minimum-number-of-k-consecutive-bit-flips,Hard,False,
1834.868034709,2370,Longest Ideal Subsequence,longest-ideal-subsequence,Medium,False,
1832.7167755024,3012,Minimize Length of Array Using Operations,minimize-length-of-array-using-operations,Medium,False,
1832.2280384591,755,Pour Water,pour-water,Medium,True,
1831.9395911303,2034,Stock Price Fluctuation ,stock-price-fluctuation,Medium,False,
1830.3165569278,980,Unique Paths III,unique-paths-iii,Hard,False,
1830.1493771696,790,Domino and Tromino Tiling,domino-and-tromino-tiling,Medium,False,
1828.6438563573,1754,Largest Merge Of Two Strings,largest-merge-of-two-strings,Medium,False,
1828.2700238306,2135,Count Words Obtained After Adding a Letter,count-words-obtained-after-adding-a-letter,Medium,False,
1827.090740222,1095,Find in Mountain Array,find-in-mountain-array,Hard,False,
1825.770486008,934,Shortest Bridge,shortest-bridge,Medium,False,
1825.4207082682,1702,Maximum Binary String After Change,maximum-binary-string-after-change,Medium,False,
1825.0056908946,1835,Find XOR Sum of All Pairs Bitwise AND,find-xor-sum-of-all-pairs-bitwise-and,Hard,False,
1824.829446341,1298,Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,Hard,False,
1823.8779711373,1377,Frog Position After T Seconds,frog-position-after-t-seconds,Hard,False,
1823.5831437787,1458,Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,Hard,False,
1822.9768689716,1363,Largest Multiple of Three,largest-multiple-of-three,Hard,False,
1822.3170524016,2931,Maximum Spending After Buying Items,maximum-spending-after-buying-items,Hard,False,
1822.1301265412,2217,Find Palindrome With Fixed Length,find-palindrome-with-fixed-length,Medium,False,
1820.58557644,1405,Longest Happy String,longest-happy-string,Medium,False,
1819.6800324413,3148,Maximum Difference Score in a Grid,maximum-difference-score-in-a-grid,Medium,False,
1819.3068421506,2055,Plates Between Candles,plates-between-candles,Medium,False,
1818.0024504436,861,Score After Flipping Matrix,score-after-flipping-matrix,Medium,False,
1817.9978644712,1792,Maximum Average Pass Ratio,maximum-average-pass-ratio,Medium,False,
1817.5282352022,2787,Ways to Express an Integer as Sum of Powers,ways-to-express-an-integer-as-sum-of-powers,Medium,False,
1817.224026292,1658,Minimum Operations to Reduce X to Zero,minimum-operations-to-reduce-x-to-zero,Medium,False,
1817.0597073686,795,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,Medium,False,
1816.556997127,3026,Maximum Good Subarray Sum,maximum-good-subarray-sum,Medium,False,
1815.1286459024,773,Sliding Puzzle,sliding-puzzle,Hard,False,
1810.7690062079,1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,Hard,False,
1810.6470004623,2642,Design Graph With Shortest Path Calculator,design-graph-with-shortest-path-calculator,Hard,False,
1809.8192888474,1345,Jump Game IV,jump-game-iv,Hard,False,
1809.5579156134,776,Split BST,split-bst,Medium,True,
1808.787108831,1519,Number of Nodes in the Sub-Tree With the Same Label,number-of-nodes-in-the-sub-tree-with-the-same-label,Medium,False,
1808.5754920785,1230,Toss Strange Coins,toss-strange-coins,Medium,True,
1808.3407696613,2302,Count Subarrays With Score Less Than K,count-subarrays-with-score-less-than-k,Hard,False,
1807.4618172386,1594,Maximum Non Negative Product in a Matrix,maximum-non-negative-product-in-a-matrix,Medium,False,
1806.5891699944,1073,Adding Two Negabinary Numbers,adding-two-negabinary-numbers,Medium,False,
1805.5947071171,1035,Uncrossed Lines,uncrossed-lines,Medium,False,
1804.5783242151,1080,Insufficient Nodes in Root to Leaf Paths,insufficient-nodes-in-root-to-leaf-paths,Medium,False,
1804.5283324227,2096,Step-By-Step Directions From a Binary Tree Node to Another,step-by-step-directions-from-a-binary-tree-node-to-another,Medium,False,
1803.7518552874,1953,Maximum Number of Weeks for Which You Can Work,maximum-number-of-weeks-for-which-you-can-work,Medium,False,
1802.7875657754,2934,Minimum Operations to Maximize Last Elements in Arrays,minimum-operations-to-maximize-last-elements-in-arrays,Medium,False,
1802.2256875356,1673,Find the Most Competitive Subsequence,find-the-most-competitive-subsequence,Medium,False,
1799.4635458535,1186,Maximum Subarray Sum with One Deletion,maximum-subarray-sum-with-one-deletion,Medium,False,
1797.8728515982,1711,Count Good Meals,count-good-meals,Medium,False,
1797.7466000366,1834,Single-Threaded CPU,single-threaded-cpu,Medium,False,
1797.5851607225,1072,Flip Columns For Maximum Number of Equal Rows,flip-columns-for-maximum-number-of-equal-rows,Medium,False,
1797.4917663632,1028,Recover a Tree From Preorder Traversal,recover-a-tree-from-preorder-traversal,Hard,False,
1796.5392133092,3001,Minimum Moves to Capture The Queen,minimum-moves-to-capture-the-queen,Medium,False,
1795.0422250815,966,Vowel Spellchecker,vowel-spellchecker,Medium,False,
1794.6129370985,2998,Minimum Number of Operations to Make X and Y Equal,minimum-number-of-operations-to-make-x-and-y-equal,Medium,False,
1794.5827898448,886,Possible Bipartition,possible-bipartition,Medium,False,
1793.8027487553,1653,Minimum Deletions to Make String Balanced,minimum-deletions-to-make-string-balanced,Medium,False,
1793.3037316825,2381,Shifting Letters II,shifting-letters-ii,Medium,False,
1793.3033536992,2615,Sum of Distances,sum-of-distances,Medium,False,
1793.1160019698,3092,Most Frequent IDs,most-frequent-ids,Medium,False,
1792.076794537,1245,Tree Diameter,tree-diameter,Medium,True,
1791.5102962397,2771,Longest Non-decreasing Subarray From Two Arrays,longest-non-decreasing-subarray-from-two-arrays,Medium,False,
1791.0336923305,2712,Minimum Cost to Make All Characters Equal,minimum-cost-to-make-all-characters-equal,Medium,False,
1790.5747006625,2321,Maximum Score Of Spliced Array,maximum-score-of-spliced-array,Hard,False,
1787.8550568757,2192,All Ancestors of a Node in a Directed Acyclic Graph,all-ancestors-of-a-node-in-a-directed-acyclic-graph,Medium,False,
1787.6346864268,768,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,Hard,False,
1787.4514432151,1156,Swap For Longest Repeated Character Substring,swap-for-longest-repeated-character-substring,Medium,False,
1787.2310751136,1497,Check If Array Pairs Are Divisible by k,check-if-array-pairs-are-divisible-by-k,Medium,False,
1786.9268132617,1510,Stone Game IV,stone-game-iv,Hard,False,
1786.688543054,1312,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,Hard,False,
1786.5491561897,971,Flip Binary Tree To Match Preorder Traversal,flip-binary-tree-to-match-preorder-traversal,Medium,False,
1786.4753467293,787,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,Medium,False,
1786.3121598293,983,Minimum Cost For Tickets,minimum-cost-for-tickets,Medium,False,
1785.6872758693,1911,Maximum Alternating Subsequence Sum,maximum-alternating-subsequence-sum,Medium,False,
1785.6006955353,2653,Sliding Subarray Beauty,sliding-subarray-beauty,Medium,False,
1784.3506628869,2952,Minimum Number of Coins to be Added,minimum-number-of-coins-to-be-added,Medium,False,
1784.2539813582,894,All Possible Full Binary Trees,all-possible-full-binary-trees,Medium,False,
1783.2337340478,851,Loud and Rich,loud-and-rich,Medium,False,
1782.9801784101,1765,Map of Highest Peak,map-of-highest-peak,Medium,False,
1782.3312212058,1171,Remove Zero Sum Consecutive Nodes from Linked List,remove-zero-sum-consecutive-nodes-from-linked-list,Medium,False,
1781.8156963676,2353,Design a Food Rating System,design-a-food-rating-system,Medium,False,
1781.3664141686,1895,Largest Magic Square,largest-magic-square,Medium,False,
1779.9495819318,842,Split Array into Fibonacci Sequence,split-array-into-fibonacci-sequence,Medium,False,
1779.8364613072,1424,Diagonal Traverse II,diagonal-traverse-ii,Medium,False,
1779.7534349429,1129,Shortest Path with Alternating Colors,shortest-path-with-alternating-colors,Medium,False,
1779.7001728541,2369,Check if There is a Valid Partition For The Array,check-if-there-is-a-valid-partition-for-the-array,Medium,False,
1779.3931248179,1016,Binary String With Substrings Representing 1 To N,binary-string-with-substrings-representing-1-to-n,Medium,False,
1779.0712927572,2601,Prime Subtraction Operation,prime-subtraction-operation,Medium,False,
1778.4880620629,1824,Minimum Sideway Jumps,minimum-sideway-jumps,Medium,False,
1777.3786570233,918,Maximum Sum Circular Subarray,maximum-sum-circular-subarray,Medium,False,
1777.2275836051,3164,Find the Number of Good Pairs II,find-the-number-of-good-pairs-ii,Medium,False,
1775.854606648,2531,Make Number of Distinct Characters Equal,make-number-of-distinct-characters-equal,Medium,False,
1774.8764591297,1238,Circular Permutation in Binary Representation,circular-permutation-in-binary-representation,Medium,False,
1772.9528456848,2982,Find Longest Special Substring That Occurs Thrice II,find-longest-special-substring-that-occurs-thrice-ii,Medium,False,
1772.4702293335,3170,Lexicographically Minimum String After Removing Stars,lexicographically-minimum-string-after-removing-stars,Medium,False,
1770.8924569497,1146,Snapshot Array,snapshot-array,Medium,False,
1769.4344566771,2685,Count the Number of Complete Components,count-the-number-of-complete-components,Medium,False,
1768.9138093037,2718,Sum of Matrix After Queries,sum-of-matrix-after-queries,Medium,False,
1768.623896829,1600,Throne Inheritance,throne-inheritance,Medium,False,
1766.2506177612,1914,Cyclically Rotating a Grid,cyclically-rotating-a-grid,Medium,False,
